Year,Country,Latitude,Longitude,Happiness_Rank,Happiness_Score,Economy,Family,Health,Freedom,Trust,Generosity
2017,New Zealand,-40.900557,174.885971,8,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126
2018,New Zealand,-40.900557,174.885971,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365
2019,New Zealand,12.865416,-85.207229,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33
2015,Nicaragua,12.865416,-85.207229,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815
2016,Nicaragua,12.865416,-85.207229,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773
2017,Nicaragua,12.865416,-85.207229,43,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217
2018,Nicaragua,12.865416,-85.207229,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208
2019,Nicaragua,12.865416,-85.207229,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2
2015,Niger,17.607789,8.081666,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387
2016,Niger,17.607789,8.081666,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097
2017,Niger,17.607789,8.081666,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846
2018,Niger,17.607789,8.081666,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175
2019,Niger,17.607789,8.081666,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188
2015,Nigeria,9.081999,8.675277,78,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233
2016,Nigeria,9.081999,8.675277,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219
2017,Nigeria,9.081999,8.675277,95,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196
2018,Nigeria,9.081999,8.675277,91,5.155,0.689,1.172,0.048,0.462,0.032,0.201
2019,Nigeria,9.081999,8.675277,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215
2015,North Cyprus,35.185566,33.382275,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169
2016,North Cyprus,35.185566,33.382275,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322
2017,North Cyprus,35.185566,33.382275,61,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703
2019,North Macedonia,41.608635,21.745275,84,5.274,0.983,1.294,0.838,0.345,0.034,0.185
2018,Northern Cyprus,35.185566,33.382275,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179
2019,Northern Cyprus,35.185566,33.382275,64,5.718,1.263,1.252,1.042,0.417,0.162,0.191
2015,Norway,60.472024,8.468946,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699
2016,Norway,60.472024,8.468946,4,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895
2017,Norway,60.472024,8.468946,1,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237
2018,Norway,60.472024,8.468946,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286
2019,Norway,60.472024,8.468946,3,7.554,1.488,1.582,1.028,0.603,0.341,0.271
2015,Oman,21.512583,55.923255,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542
2015,Pakistan,30.375321,69.345116,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671
2016,Pakistan,30.375321,69.345116,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185
2017,Pakistan,30.375321,69.345116,80,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019
2018,Pakistan,30.375321,69.345116,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216
2019,Pakistan,30.375321,69.345116,67,5.653,0.677,0.886,0.535,0.313,0.098,0.22
2015,Palestinian Territories,31.952162,35.233154,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251
2016,Palestinian Territories,31.952162,35.233154,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154
2017,Palestinian Territories,31.952162,35.233154,103,4.775000095,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174
2018,Palestinian Territories,31.952162,35.233154,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086
2019,Palestinian Territories,31.952162,35.233154,110,4.696,0.657,1.247,0.672,0.225,0.066,0.103
2015,Panama,8.537981,-80.782127,25,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434
2016,Panama,8.537981,-80.782127,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418
2017,Panama,8.537981,-80.782127,30,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939
2018,Panama,8.537981,-80.782127,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125
2019,Panama,8.537981,-80.782127,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109
2015,Paraguay,-23.442503,-58.443832,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424
2016,Paraguay,-23.442503,-58.443832,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296
2017,Paraguay,-23.442503,-58.443832,70,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658
2018,Paraguay,-23.442503,-58.443832,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162
2019,Paraguay,-23.442503,-58.443832,63,5.743,0.855,1.475,0.777,0.514,0.08,0.184
2015,Peru,-9.189967,-75.015152,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982
2016,Peru,-9.189967,-75.015152,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527
2017,Peru,-9.189967,-75.015152,63,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715
2018,Peru,-9.189967,-75.015152,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092
2019,Peru,-9.189967,-75.015152,65,5.697,0.96,1.274,0.854,0.455,0.027,0.083
2015,Philippines,12.879721,121.774017,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991
2016,Philippines,12.879721,121.774017,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674
2017,Philippines,12.879721,121.774017,72,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423
2018,Philippines,12.879721,121.774017,71,5.524,0.775,1.312,0.513,0.643,0.105,0.12
2019,Philippines,12.879721,121.774017,69,5.631,0.807,1.293,0.657,0.558,0.107,0.117
2015,Poland,51.919438,19.145136,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759
2016,Poland,51.919438,19.145136,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443
2017,Poland,51.919438,19.145136,46,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967
2018,Poland,51.919438,19.145136,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108
2019,Poland,51.919438,19.145136,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117
2015,Portugal,39.399872,-8.224454,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719
2016,Portugal,39.399872,-8.224454,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691
2017,Portugal,39.399872,-8.224454,89,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713
2018,Portugal,39.399872,-8.224454,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055
2019,Portugal,39.399872,-8.224454,66,5.693,1.221,1.431,0.999,0.508,0.025,0.047
2016,Puerto Rico,18.220833,-66.590149,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202
2015,Qatar,25.354826,51.183884,28,6.611,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573
2016,Qatar,25.354826,51.183884,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388
2017,Qatar,25.354826,51.183884,35,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.439299256,0.33047387
2018,Qatar,25.354826,51.183884,32,6.374,1.649,1.303,0.748,0.654,0.171,0.256
2019,Qatar,25.354826,51.183884,29,6.374,1.684,1.313,0.871,0.555,0.167,0.22
2015,Romania,45.943161,24.96676,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748
2016,Romania,45.943161,24.96676,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889
2017,Romania,45.943161,24.96676,57,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918
2018,Romania,45.943161,24.96676,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088
2019,Romania,45.943161,24.96676,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083
2015,Russia,61.52401,105.318756,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199
2016,Russia,61.52401,105.318756,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736
2017,Russia,61.52401,105.318756,49,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822
2018,Russia,61.52401,105.318756,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065
2019,Russia,61.52401,105.318756,68,5.648,1.183,1.452,0.726,0.334,0.031,0.082
2015,Rwanda,-1.940278,29.873888,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628
2016,Rwanda,-1.940278,29.873888,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552
2017,Rwanda,-1.940278,29.873888,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029
2018,Rwanda,-1.940278,29.873888,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2
2019,Rwanda,-1.940278,29.873888,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217
2015,Saudi Arabia,23.885942,45.079162,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706
2016,Saudi Arabia,23.885942,45.079162,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457
2017,Saudi Arabia,23.885942,45.079162,37,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014
2018,Saudi Arabia,23.885942,45.079162,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098
2019,Saudi Arabia,23.885942,45.079162,28,6.375,1.403,1.357,0.795,0.439,0.132,0.08
2015,Senegal,14.497401,-14.452362,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843
2016,Senegal,14.497401,-14.452362,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103
2017,Senegal,14.497401,-14.452362,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893
2018,Senegal,14.497401,-14.452362,109,4.631,0.429,1.117,0.433,0.406,0.082,0.138
2019,Senegal,14.497401,-14.452362,111,4.681,0.45,1.134,0.571,0.292,0.072,0.153
2015,Serbia,44.016521,21.005859,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231
2016,Serbia,44.016521,21.005859,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737
2017,Serbia,44.016521,21.005859,73,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884
2018,Serbia,44.016521,21.005859,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134
2019,Serbia,44.016521,21.005859,70,5.603,1.004,1.383,0.854,0.282,0.039,0.137
2015,Sierra Leone,8.460555,-11.779889,123,4.507,0.33024,0.95571,0,0.4084,0.08786,0.21488
2016,Sierra Leone,8.460555,-11.779889,111,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897
2017,Sierra Leone,8.460555,-11.779889,106,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901
2018,Sierra Leone,8.460555,-11.779889,113,4.571,0.256,0.813,0,0.355,0.053,0.238
2019,Sierra Leone,8.460555,-11.779889,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252
2015,Singapore,1.352083,103.819836,24,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105
2016,Singapore,1.352083,103.819836,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706
2017,Singapore,1.352083,103.819836,26,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981
2018,Singapore,1.352083,103.819836,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261
2019,Singapore,1.352083,103.819836,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271
2015,Slovakia,48.669026,19.699024,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893
2016,Slovakia,48.669026,19.699024,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837
2017,Slovakia,48.669026,19.699024,40,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481
2018,Slovakia,48.669026,19.699024,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118
2019,Slovakia,48.669026,19.699024,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121
2015,Slovenia,46.151241,14.995463,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328
2016,Slovenia,46.151241,14.995463,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738
2017,Slovenia,46.151241,14.995463,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093
2018,Slovenia,46.151241,14.995463,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16
2019,Slovenia,46.151241,14.995463,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144
2016,Somalia,5.152149,46.199616,76,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225
2017,Somalia,5.152149,46.199616,93,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.282410324,0.291631311
2018,Somalia,5.152149,46.199616,98,4.982,0,0.712,0.115,0.674,0.282,0.238
2019,Somalia,5.152149,46.199616,112,4.668,0,0.698,0.268,0.559,0.27,0.243
2015,Somaliland region,5.152149,46.199616,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318
2016,Somaliland Region,5.152149,46.199616,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479
2015,South Africa,-30.559482,22.937506,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973
2016,South Africa,-30.559482,22.937506,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656
2017,South Africa,-30.559482,22.937506,101,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238
2018,South Africa,-30.559482,22.937506,105,4.724,0.94,1.41,0.33,0.516,0.056,0.103
2019,South Africa,-30.559482,22.937506,106,4.722,0.96,1.351,0.469,0.389,0.055,0.13
2015,South Korea,35.907757,127.766922,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557
2016,South Korea,35.907757,127.766922,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824
2017,South Korea,35.907757,127.766922,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367
2018,South Korea,35.907757,127.766922,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175
2019,South Korea,35.907757,127.766922,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175
2016,South Sudan,4.859363,31.571251,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899
2017,South Sudan,4.859363,31.571251,147,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817
2018,South Sudan,4.859363,31.571251,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224
2019,South Sudan,4.859363,31.571251,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202
2015,Spain,40.463667,-3.74922,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227
2016,Spain,40.463667,-3.74922,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665
2017,Spain,40.463667,-3.74922,34,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572
2018,Spain,40.463667,-3.74922,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142
2019,Spain,40.463667,-3.74922,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153
2015,Sri Lanka,7.873054,80.771797,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828
2016,Sri Lanka,7.873054,80.771797,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978
2017,Sri Lanka,7.873054,80.771797,120,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562
2018,Sri Lanka,7.873054,80.771797,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307
2019,Sri Lanka,7.873054,80.771797,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244
2015,Sudan,12.862807,30.217636,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062
2016,Sudan,12.862807,30.217636,133,4.139,0.63069,0.81928,0.29759,0,0.10039,0.18077
2017,Sudan,12.862807,30.217636,130,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451
2018,Sudan,12.862807,30.217636,137,4.139,0.605,1.24,0.312,0.016,0.082,0.134
2015,Suriname,3.919305,-56.027783,40,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991
2016,Suriname,3.919305,-56.027783,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665
2015,Swaziland,-26.522503,31.465866,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259
2019,Swaziland,-26.522503,31.465866,135,4.212,0.811,1.149,0,0.313,0.135,0.074
2015,Sweden,60.128161,18.643501,8,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262
2016,Sweden,60.128161,18.643501,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254
2017,Sweden,60.128161,18.643501,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252
2018,Sweden,60.128161,18.643501,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285
2019,Sweden,60.128161,18.643501,7,7.343,1.387,1.487,1.009,0.574,0.373,0.267
2015,Switzerland,46.818188,8.227512,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678
2016,Switzerland,46.818188,8.227512,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083
2017,Switzerland,46.818188,8.227512,4,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278
2018,Switzerland,46.818188,8.227512,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256
2019,Switzerland,46.818188,8.227512,6,7.48,1.452,1.526,1.052,0.572,0.343,0.263
2015,Syria,34.802075,38.996815,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179
2016,Syria,34.802075,38.996815,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397
2017,Syria,34.802075,38.996815,152,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728
2018,Syria,34.802075,38.996815,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376
2019,Syria,34.802075,38.996815,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331
2015,Taiwan,23.69781,120.960515,38,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376
2016,Taiwan,23.69781,120.960515,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495
2018,Taiwan,23.69781,120.960515,26,6.441,1.365,1.436,0.857,0.418,0.078,0.151
2019,Taiwan,23.69781,120.960515,25,6.446,1.368,1.43,0.914,0.351,0.097,0.242
2017,Taiwan Province of China,23.69781,120.960515,33,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.063829236,0.258360475
2015,Tajikistan,38.861034,71.276093,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974
2016,Tajikistan,38.861034,71.276093,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998
2017,Tajikistan,38.861034,71.276093,96,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644
2018,Tajikistan,38.861034,71.276093,88,5.199,0.474,1.166,0.598,0.292,0.034,0.187
2019,Tajikistan,38.861034,71.276093,74,5.467,0.493,1.098,0.718,0.389,0.144,0.23
2015,Tanzania,-6.369028,34.888822,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377
2016,Tanzania,-6.369028,34.888822,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472
2017,Tanzania,-6.369028,34.888822,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362
2018,Tanzania,-6.369028,34.888822,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27
2019,Tanzania,-6.369028,34.888822,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276
2015,Thailand,13.75398,100.50144,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763
2016,Thailand,15.870032,100.992541,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696
2017,Thailand,15.870032,100.992541,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311
2018,Thailand,15.870032,100.992541,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364
2019,Thailand,15.870032,100.992541,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359
2015,Togo,8.619543,0.824782,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681
2016,Togo,8.619543,0.824782,155,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517
2017,Togo,8.619543,0.824782,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151
2018,Togo,8.619543,0.824782,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158
2019,Togo,8.619543,0.824782,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177
2018,Trinidad & Tobago,10.691803,-61.222503,38,6.192,1.223,1.492,0.564,0.575,0.019,0.171
2019,Trinidad & Tobago,10.691803,-61.222503,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185
2015,Trinidad and Tobago,10.691803,-61.222503,41,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844
2016,Trinidad and Tobago,10.691803,-61.222503,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935
2017,Trinidad and Tobago,10.691803,-61.222503,38,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.008964816,0.325296462
2015,Tunisia,33.886917,9.537499,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431
2016,Tunisia,33.886917,9.537499,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936
2017,Tunisia,33.886917,9.537499,102,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357
2018,Tunisia,33.886917,9.537499,111,4.592,0.9,0.906,0.69,0.271,0.063,0.04
2019,Tunisia,33.886917,9.537499,124,4.461,0.921,1,0.815,0.167,0.055,0.059
2015,Turkey,38.963745,35.243322,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253
2016,Turkey,38.963745,35.243322,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707
2017,Turkey,38.963745,35.243322,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042
2018,Turkey,38.963745,35.243322,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106
2019,Turkey,38.963745,35.243322,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083
2015,Turkmenistan,38.969719,59.556278,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979
2016,Turkmenistan,38.969719,59.556278,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567
2017,Turkmenistan,38.969719,59.556278,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988
2018,Turkmenistan,38.969719,59.556278,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199
2019,Turkmenistan,38.969719,59.556278,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244
2015,Uganda,1.373333,32.290275,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066
2016,Uganda,1.373333,32.290275,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102
2017,Uganda,1.373333,32.290275,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057
2018,Uganda,1.373333,32.290275,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259
2019,Uganda,1.373333,32.290275,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252
2015,Ukraine,48.379433,31.16558,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275
2016,Ukraine,48.379433,31.16558,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363
2017,Ukraine,48.379433,31.16558,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463
2018,Ukraine,48.379433,31.16558,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187
2019,Ukraine,48.379433,31.16558,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187
2015,United Arab Emirates,23.424076,53.847818,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428
2016,United Arab Emirates,23.424076,53.847818,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591
2017,United Arab Emirates,23.424076,53.847818,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947
2018,United Arab Emirates,23.424076,53.847818,20,6.774,2.096,0.776,0.67,0.284,N/A,0.186
2019,United Arab Emirates,23.424076,53.847818,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262
2015,United Kingdom,55.378051,-3.435973,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912
2016,United Kingdom,55.378051,-3.435973,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156
2017,United Kingdom,55.378051,-3.435973,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159
2018,United Kingdom,55.378051,-3.435973,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262
2019,United Kingdom,55.378051,-3.435973,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348
2015,United States,37.09024,-95.712891,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105
2016,United States,37.09024,-95.712891,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077
2017,United States,37.09024,-95.712891,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781
2018,United States,37.09024,-95.712891,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291
2019,United States,37.09024,-95.712891,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28
2015,Uruguay,-32.522779,-55.765835,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324
2016,Uruguay,-32.522779,-55.765835,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056
2017,Uruguay,-32.522779,-55.765835,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929
2018,Uruguay,-32.522779,-55.765835,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13
2019,Uruguay,-32.522779,-55.765835,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127
2015,Uzbekistan,41.377491,64.585262,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837
2016,Uzbekistan,41.377491,64.585262,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326
